REFILL 0 1 0 0 6 MTH00655 GEL B-DES
24/BX 0 0 0 1 5 BLEND. 1 I-DES
1 1 0 0 0 1 24/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

SWI35108 0 0 0 0 8 . STAPLE ITEM
STAPLE 0 1 0 0 6 SWI35108 STD B-DES
STD 0 1 0 0 3 STAPLE SZ I-DES
SZ 0 1 0 0 2 STD 5M/BX I-DES
5M/BX 0 0 0 0 5 SZ (86000) I-DES
(86000) 0 0 0 1 7 5M/BX 1 I-DES
1 1 0 0 0 1 (86000) BX QTY
BX 0 1 1 1 2 1 3.49 UM
3.49 1 0 0 1 4 BX 3.49 PRICE
3.49 1 0 1 0 4 3.49 . PRICE

HEWCF283A 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCF283A F/M127-1.5K B-DES
F/M127-1.5K 0 0 0 1 11 TONER 1 I-DES
1 1 0 0 0 1 F/M127-1.5K EA QTY
EA 0 1 1 1 2 1 63.99 UM
63.99 1 0 0 1 5 EA 63.99 PRICE
63.99 1 0 1 0 5 63.99 . PRICE

SAN60126 0 0 0 0 8 . PEN ITEM
PEN 0 1 0 0 3 SAN60126 UNIBALL B-DES
UNIBALL 0 1 0 0 7 PEN VISION I-DES
VISION 0 1 0 0 6 UNIBALL FINE I-DES
FINE 0 1 0 0 4 VISION BK I-DES
BK 0 1 0 1 2 FINE 2 I-DES
2 1 0 0 0 1 BK DZ QTY
DZ 0 1 1 1 2 2 23.99 UM
23.99 1 0 0 1 5 DZ 47.98 PRICE
47.98 1 0 1 0 5 23.99 . PRICE

UNV10270 0 0 0 0 8 . FOLDER ITEM
FOLDER 0 1 0 0 6 UNV10270 PSBD B-DES
PSBD 0 1 0 0 4 FOLDER 6SEC I-DES
6SEC 0 0 0 0 4 PSBD 2/5C I-DES
2/5C 0 0 0 0 4 6SEC LTR(S60900) I-DES
LTR(S60900) 0 0 0 1 11 2/5C 1 I-DES
1 1 0 0 0 1 LTR(S60900) BX QTY
BX 0 1 1 1 2 1 30.99 UM
30.99 1 0 0 1 5 BX 30.99 PRICE
30.99 1 0 1 0 5 30.99 . PRICE

HEWCE505D 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCE505D CE505 B-DES
CE505 0 0 0 0 5 TONER DUAL I-DES
DUAL 0 1 0 0 4 CE505 PACK I-DES
PACK 0 1 0 0 4 DUAL BK I-DES
BK 0 1 0 1 2 PACK 1 I-DES
1 1 0 0 0 1 BK BX QTY
BX 0 1 1 1 2 1 162.99 UM
162.99 1 0 0 1 6 BX 162.99 PRICE
162.99 1 0 1 0 6 162.99 . PRICE

WBM21200 0 0 0 0 8 . PAPER ITEM
PAPER 0 1 0 0 5 WBM21200 XERO/DUP B-DES
XERO/DUP 0 0 0 0 8 PAPER WE I-DES
WE 0 1 0 0 2 XERO/DUP LTR I-DES
LTR 0 1 0 0 3 WE 20# I-DES
20# 0 0 0 1 3 LTR 1 I-DES
1 1 0 0 0 1 20# CT QTY
CT 0 1 1 1 2 1 46.99 UM
46.99 1 0 0 1 5 CT 46.99 PRICE
46.99 1 0 1 0 5 46.99 . PRICE

HEWCE505A 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCE505A F/P2035/2055-2.3K B-DES
F/P2035/2055-2.3K 0 0 0 1 17 TONER 1 I-DES
1 1 0 0 0 1 F/P2035/2055-2.3K EA QTY
EA 0 1 1 1 2 1 90.99 UM
90.99 1 0 0 1 5 EA 90.99 PRICE
90.99 1 0 1 0 5 90.99 . PRICE

KLF91142 0 0 0 0 8 . INDEX.(91142) ITEM
INDEX.(91142) 0 0 0 0 13 KLF91142 LTR B-DES
LTR 0 1 0 0 3 INDEX.(91142) BTM I-DES
BTM 0 1 0 0 3 LTR TAB I-DES
TAB 0 1 0 0 3 BTM EXH I-DES
EXH 0 1 0 0 3 TAB C I-DES
C 0 1 0 0 1 EXH 25/PK I-DES
25/PK 0 0 0 1 5 C 1 I-DES
1 1 0 0 0 1 25/PK PK QTY
PK 0 1 1 1 2 1 3.36 UM
3.36 1 0 0 1 4 PK 3.36 PRICE
3.36 1 0 1 0 4 3.36 . PRICE

WBM21200 0 0 0 0 8 . PAPER ITEM
PAPER 0 1 0 0 5 WBM21200 XERO/DUP B-DES
XERO/DUP 0 0 0 0 8 PAPER WE I-DES
WE 0 1 0 0 2 XERO/DUP LTR I-DES
LTR 0 1 0 0 3 WE 20# I-DES
20# 0 0 0 1 3 LTR 3 I-DES
3 1 0 0 0 1 20# CT QTY
CT 0 1 1 1 2 3 46.99 UM
46.99 1 0 0 1 5 CT 140.97 PRICE
140.97 1 0 1 0 6 46.99 . PRICE

MMM653AST 0 0 0 0 9 . COLOR ITEM
COLOR 0 1 0 0 5 MMM653AST NOTES B-DES
NOTES 0 1 0 0 5 COLOR 1-1/2 I-DES
1-1/2 0 0 0 0 5 NOTES X I-DES
X 0 1 0 1 1 1-1/2 2 I-DES
2 1 0 0 0 1 X PASTEL I-DES
PASTEL 0 1 1 1 6 2 12 I-DES
12 1 0 0 0 2 PASTEL PADS/PK I-DES
PADS/PK 0 0 1 1 7 12 1 I-DES
1 1 0 0 0 1 PADS/PK PK QTY
PK 0 1 1 1 2 1 10.29 UM
10.29 1 0 0 1 5 PK 10.29 PRICE
10.29 1 0 1 0 5 10.29 . PRICE

GMT6663 0 0 0 0 7 . COFFEE ITEM
COFFEE 0 1 0 0 6 GMT6663 KCUP B-DES
KCUP 0 1 0 0 4 COFFEE NANTKT I-DES
NANTKT 0 1 0 0 6 KCUP BLND I-DES
BLND 0 1 0 0 4 NANTKT 24/BX I-DES
24/BX 0 0 0 1 5 BLND 1 I-DES
1 1 0 0 0 1 24/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

GMT6606 0 0 0 0 7 . COFFEE ITEM
COFFEE 0 1 0 0 6 GMT6606 KCUP B-DES
KCUP 0 1 0 0 4 COFFEE TULLYS I-DES
TULLYS 0 1 0 0 6 KCUP HAWAIIAN I-DES
HAWAIIAN 0 1 0 0 8 TULLYS BLEND I-DES
BLEND 0 1 0 0 5 HAWAIIAN 24/BX I-DES
24/BX 0 0 0 1 5 BLEND 1 I-DES
1 1 0 0 0 1 24/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

SWI35108 0 0 0 0 8 . STAPLE ITEM
STAPLE 0 1 0 0 6 SWI35108 STD B-DES
STD 0 1 0 0 3 STAPLE SZ I-DES
SZ 0 1 0 0 2 STD 5M/BX I-DES
5M/BX 0 0 0 0 5 SZ (66000) I-DES
(66000) 0 0 0 1 7 5M/BX 1 I-DES
1 1 0 0 0 1 (66000) BX QTY
BX 0 1 1 1 2 1 3.49 UM
3.49 1 0 0 1 4 BX 3.49 PRICE
3.49 1 0 1 0 4 3.49 . PRICE

HEWCF283A 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCF283A F/M127-1.5K B-DES
F/M127-1.5K 0 0 0 1 11 TONER 1 I-DES
1 1 0 0 0 1 F/M127-1.5K EA QTY
EA 0 1 1 1 2 1 63.99 UM
63.99 1 0 0 1 5 EA 63.99 PRICE
63.99 1 0 1 0 5 63.99 . PRICE

SAN60126 0 0 0 0 8 . PEN ITEM
PEN 0 1 0 0 3 SAN60126 UNIBALL B-DES
UNIBALL 0 1 0 0 7 PEN VISION I-DES
VISION 0 1 0 0 6 UNIBALL FINE I-DES
FINE 0 1 0 0 4 VISION BK I-DES
BK 0 1 0 1 2 FINE 2 I-DES
2 1 0 0 0 1 BK DZ QTY
DZ 0 1 1 1 2 2 23.99 UM
23.99 1 0 0 1 5 DZ 47.98 PRICE
47.98 1 0 1 0 5 23.99 . PRICE

UNV10270 0 0 0 0 8 . FOLDER ITEM
FOLDER 0 1 0 0 6 UNV10270 PSBD B-DES
PSBD 0 1 0 0 4 FOLDER 6SEC I-DES
6SEC 0 0 0 0 4 PSBD 2/5C I-DES
2/5C 0 0 0 0 4 6SEC LTRB(S60900) I-DES
LTRB(S60900) 0 0 0 1 12 2/5C 1 I-DES
1 1 0 0 0 1 LTRB(S60900) BX QTY
BX 0 1 1 1 2 1 30.99 UM
30.99 1 0 0 1 5 BX 30.99 PRICE
30.99 1 0 1 0 5 30.99 . PRICE

CASMP2201CY 0 0 0 0 11 . PPR ITEM
PPR 0 1 0 0 3 CASMP2201CY 8.5X11 B-DES
8.5X11 0 0 0 0 6 PPR 20LB I-DES
20LB 0 0 0 0 4 8.5X11 CANARY I-DES
CANARY 0 1 0 0 6 20LB 500/RM I-DES
500/RM 0 0 0 1 6 CANARY 1 I-DES
1 1 0 0 0 1 500/RM RM QTY
RM 0 1 1 1 2 1 11.79 UM
11.79 1 0 0 1 5 RM 11.79 PRICE
11.79 1 0 1 0 5 11.79 . PRICE

AVE95930 0 0 0 0 8 . LABEL ITEM
LABEL 0 1 0 0 5 AVE95930 SHIP B-DES
SHIP 0 1 0 0 4 LABEL 5.5X8.5 I-DES
5.5X8.5 0 0 0 1 7 SHIP 500 I-DES
500 1 0 0 0 3 5.5X8.5 WH I-DES
WH 0 1 1 1 2 500 1 I-DES
1 1 0 0 0 1 WH BX QTY
BX 0 1 1 1 2 1 79.99 UM
79.99 1 0 0 1 5 BX 79.99 PRICE
79.99 1 0 1 0 5 79.99 . PRICE

UNV10270 0 0 0 0 8 . FO ITEM
FO 0 1 0 0 2 UNV10270 LDER B-DES
LDER 0 1 0 0 4 FO PSBD I-DES
PSBD 0 1 0 0 4 LDER 6SEC I-DES
6SEC 0 0 0 0 4 PSBD 2/5C I-DES
2/5C 0 0 0 0 4 6SEC LTR(S60900) I-DES
LTR(S60900) 0 0 0 1 11 2/5C 2 I-DES
2 1 0 0 0 1 LTR(S60900) BX QTY
BX 0 1 1 1 2 2 30.99 UM
30.99 1 0 0 1 5 BX 61.98 PRICE
61.98 1 0 1 0 5 30.99 . PRICE

QUA46065 0 0 0 0 8 . MOISTENER ITEM
MOISTENER 0 1 0 0 9 QUA46065 ENVLPE B-DES
ENVLPE 0 1 0 0 6 MOISTENER GLUE I-DES
GLUE 0 1 0 0 4 ENVLPE GN I-DES
GN 0 1 0 1 2 GLUE 3 I-DES
3 1 0 0 0 1 GN EA QTY
EA 0 1 1 1 2 3 3.29 UM
3.29 1 0 0 1 4 EA 9.87 PRICE
9.87 1 0 1 0 4 3.29 . PRICE

UNV10630 0 0 0 0 8 . PAD ITEM
PAD 0 1 0 0 3 UNV10630 LTR B-DES
LTR 0 1 0 0 3 PAD RULED I-DES
RULED 0 1 0 0 5 LTR PERF I-DES
PERF 0 1 0 0 4 RULED LTR I-DES
LTR 0 1 0 0 3 PERF CA(67163) I-DES
CA(67163) 0 0 0 1 9 LTR 1 I-DES
1 1 0 0 0 1 CA(67163) DZ QTY
DZ 0 1 1 1 2 1 9.99 UM
9.99 1 0 0 1 4 DZ 9.99 PRICE
9.99 1 0 1 0 4 9.99 . PRICE

GMT14737 0 0 0 0 8 . TEA ITEM
TEA 0 1 0 0 3 GMT14737 KCUP B-DES
KCUP 0 1 0 0 4 TEA GREEN I-DES
GREEN 0 1 0 0 5 KCUP DECAF I-DES
DECAF 0 1 0 0 5 GREEN 24/BX I-DES
24/BX 0 0 0 1 5 DECAF 1 I-DES
1 1 0 0 0 1 24/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

GMT6520 0 0 0 0 7 . COFFEE ITEM
COFFEE 0 1 0 0 6 GMT6520 K-CUP B-DES
K-CUP 0 0 0 0 5 COFFEE BREAKFAST I-DES
BREAKFAST 0 1 0 0 9 K-CUP BLEND I-DES
BLEND 0 1 0 0 5 BREAKFAST LIGHT I-DES
LIGHT 0 1 0 0 5 BLEND 24EA/BX I-DES
24EA/BX 0 0 0 1 7 LIGHT 1 I-DES
1 1 0 0 0 1 24EA/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

PGC35045 0 0 0 0 8 . TISSUE ITEM
TISSUE 0 1 0 0 6 PGC35045 PUFFS B-DES
PUFFS 0 1 0 0 5 TISSUE 3/56SH I-DES
3/56SH 0 0 0 0 6 PUFFS WH I-DES
WH 0 1 0 1 2 3/56SH 1 I-DES
1 1 0 0 0 1 WH PK QTY
PK 0 1 1 1 2 1 7.99 UM
7.99 1 0 0 1 4 PK 7.99 PRICE
7.99 1 0 1 0 4 7.99 . PRICE

UNV11124 0 0 0 0 8 . BINDER ITEM
BINDER 0 1 0 0 6 UNV11124 CLIPS B-DES
CLIPS 0 1 0 0 5 BINDER 8LACK I-DES
8LACK 0 0 0 0 5 CLIPS MEDIUM I-DES
MEDIUM 0 1 0 0 6 8LACK 24/PK I-DES
24/PK 0 0 0 1 5 MEDIUM 1 I-DES
1 1 0 0 0 1 24/PK PK QTY
PK 0 1 1 1 2 1 3.79 UM
3.79 1 0 0 1 4 PK 3.79 PRICE
3.79 1 0 1 0 4 3.79 . PRICE

HEWCE505A 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCE505A F/P2035/2055-2.3K B-DES
F/P2035/2055-2.3K 0 0 0 1 17 TONER 1 I-DES
1 1 0 0 0 1 F/P2035/2055-2.3K EA QTY
EA 0 1 1 1 2 1 90.99 UM
90.99 1 0 0 1 5 EA 90.99 PRICE
90.99 1 0 1 0 5 90.99 . PRICE

HEWCF280A 0 0 0 0 9 . TONER ITEM
TONER 0 1 0 0 5 HEWCF280A F/M401/425-2.7K B-DES
F/M401/425-2.7K 0 0 0 1 15 TONER 1 I-DES
1 1 0 0 0 1 F/M401/425-2.7K EA QTY
EA 0 1 1 1 2 1 103.99 UM
103.99 1 0 0 1 6 EA 103.99 PRICE
103.99 1 0 1 0 6 103.99 . PRICE

MMM654AST 0 0 0 0 9 . NOTE ITEM
NOTE 0 1 0 0 4 MMM654AST POST-IT B-DES
POST-IT 0 0 0 0 7 NOTE 3X3 I-DES
3X3 0 0 0 0 3 POST-IT PST I-DES
PST 0 1 0 1 3 3X3 1 I-DES
1 1 0 0 0 1 PST PK QTY
PK 0 1 1 1 2 1 17.99 UM
17.99 1 0 0 1 5 PK 17.99 PRICE
17.99 1 0 1 0 5 17.99 . PRICE

WBM21200 0 0 0 0 8 . PAEEB ITEM
PAEEB 0 1 0 0 5 WBM21200 XERO/DUP B-DES
XERO/DUP 0 0 0 0 8 PAEEB WE I-DES
WE 0 1 0 0 2 XERO/DUP LTBR I-DES
LTBR 0 1 0 0 4 WE 20# I-DES
20# 0 0 0 1 3 LTBR 2 I-DES
2 1 0 0 0 1 20# CT QTY
CT 0 1 1 1 2 2 46.99 UM
46.99 1 0 0 1 5 CT 93.98 PRICE
93.98 1 0 1 0 5 46.99 . PRICE

KLF15341 0 0 0 0 8 . PCKT ITEM
PCKT 0 1 0 0 4 KLF15341 LTR B-DES
LTR 0 1 0 0 3 PCKT RR I-DES
RR 0 1 0 0 2 LTR 5.25"EXP I-DES
5.25"EXP 0 0 0 0 8 RR 10/BX I-DES
10/BX 0 0 0 1 5 5.25"EXP 1 I-DES
1 1 0 0 0 1 10/BX BX QTY
BX 0 1 1 1 2 1 14.99 UM
14.99 1 0 0 1 5 BX 14.99 PRICE
14.99 1 0 1 0 5 14.99 . PRICE

BSXVL532MM10 0 0 0 0 12 . CHAIR ITEM
CHAIR 0 1 0 0 5 BSXVL532MM10 TASK B-DES
TASK 0 1 0 0 4 CHAIR HIGH I-DES
HIGH 0 1 0 0 4 TASK BACK I-DES
BACK 0 1 0 0 4 HIGH BK I-DES
BK 0 1 0 1 2 BACK 1 I-DES
1 1 0 0 0 1 BK EA QTY
EA 0 1 1 1 2 1 272.49 UM
272.49 1 0 0 1 6 EA 272.49 PRICE
272.49 1 0 1 0 6 272.49 . PRICE

WBM21200 0 0 0 0 8 . PAPER ITEM
PAPER 0 1 0 0 5 WBM21200 FLGSHP B-DES
FLGSHP 0 1 0 0 6 PAPER BRIGHT8.5X11 I-DES
BRIGHT8.5X11 0 0 0 0 12 FLGSHP 98BR I-DES
98BR 0 0 0 0 4 BRIGHT8.5X11 20# I-DES
20# 0 0 0 1 3 98BR 15 I-DES
15 1 0 0 0 2 20# CT QTY
CT 0 1 1 1 2 15 29 UM
29 1 0 0 1 2 CT 435 PRICE
435 1 0 1 0 3 29 . PRICE

ACC70022 0 0 0 0 8 . FASTENER ITEM
FASTENER 0 1 0 1 8 ACC70022 2 B-DES
2 1 0 0 0 1 FASTENER PC I-DES
PC 0 1 1 0 2 2 2* I-DES
2* 0 0 0 0 2 PC CAP I-DES
CAP 0 1 0 1 3 2* 10 I-DES
10 1 0 0 0 2 CAP BX QTY
BX 0 1 1 1 2 10 6.99 UM
6.99 1 0 0 1 4 BX 69.9 PRICE
69.9 1 0 1 0 4 6.99 . PRICE

UNV01117 0 0 0 0 8 . RUBBERBAND ITEM
RUBBERBAND 0 1 0 0 10 UNV01117 SlZE B-DES
SlZE 0 1 0 1 4 RUBBERBAND 117 I-DES
117 1 0 0 0 3 SlZE 1LB I-DES
1LB 0 0 1 0 3 117 BAGS I-DES
BAGS 0 1 0 1 4 1LB 2 I-DES
2 1 0 0 0 1 BAGS PK QTY
PK 0 1 1 1 2 2 4.99 UM
4.99 1 0 0 1 4 PK 9.98 PRICE
9.98 1 0 1 0 4 4.99 . PRICE

UNV00418 0 0 0 0 8 . BAND ITEM
BAND 0 1 0 0 4 UNV00418 RUBBER B-DES
RUBBER 0 1 0 0 6 BAND 1/4 I-DES
1/4 0 0 0 0 3 RUBBER LB I-DES
LB 0 1 0 1 2 1/4 1 I-DES
1 1 0 0 0 1 LB PK QTY
PK 0 1 1 1 2 1 3.74 UM
3.74 1 0 0 1 4 PK 3.74 PRICE
3.74 1 0 1 0 4 3.74 . PRICE

MMM6200341296 0 0 0 0 13 . TAPE ITEM
TAPE 0 1 0 0 4 MMM6200341296 MENDG B-DES
MENDG 0 1 0 0 5 TAPE PERM I-DES
PERM 0 1 0 0 4 MENDG 3/4X1296 I-DES
3/4X1296 0 0 0 1 8 PERM 12 I-DES
12 1 0 0 0 2 3/4X1296 RL QTY
RL 0 1 1 1 2 12 1.19 UM
1.19 1 0 0 1 4 RL 14.28 PRICE
14.28 1 0 1 0 5 1.19 . PRICE

MMM8549YW 0 0 0 0 9 . NOTE ITEM
NOTE 0 1 0 0 4 MMM8549YW HLND B-DES
HLND 0 1 0 0 4 NOTE 3X3 I-DES
3X3 0 0 0 0 3 HLND YW I-DES
YW 0 1 0 0 2 3X3 100/PD I-DES
100/PD 0 0 0 0 6 YW 12PD/PK I-DES
12PD/PK 0 0 0 1 7 100/PD 4 I-DES
4 1 0 0 0 1 12PD/PK PK QTY
PK 0 1 1 1 2 4 6.49 UM
6.49 1 0 0 1 4 PK 21.98 PRICE
21.98 1 0 1 0 5 6.49 . PRICE

BICB11YM 0 0 0 0 8 . HILIGHTER ITEM
HILIGHTER 0 1 0 0 9 BICB11YM BRITELINER B-DES
BRITELINER 0 1 0 0 10 HILIGHTER YW I-DES
YW 0 1 0 1 2 BRITELINER 1 I-DES
1 1 0 0 0 1 YW DZ QTY
DZ 0 1 1 1 2 1 7.99 UM
7.99 1 0 0 1 4 DZ 7.99 PRICE
7.99 1 0 1 0 4 7.99 . PRICE

BICBL11PK 0 0 0 0 9 . HILIGHTER ITEM
HILIGHTER 0 1 0 0 9 BICBL11PK BRITELINER B-DES
BRITELINER 0 1 0 0 10 HILIGHTER PK I-DES
PK 0 1 0 1 2 BRITELINER 1 I-DES
1 1 0 0 0 1 PK DZ QTY
DZ 0 1 1 1 2 1 7.99 UM
7.99 1 0 0 1 4 DZ 7.89 PRICE
7.89 1 0 1 0 4 7.99 . PRICE

UNV35662 0 0 0 0 8 . NOTE ITEM
NOTE 0 1 0 0 4 UNV35662 STICK-IT B-DES
STICK-IT 0 0 0 0 8 NOTE 1.5X2YW1CPD<23152> I-DES
1.5X2YW1CPD<23152> 0 0 0 1 18 STICK-IT 6 I-DES
6 1 0 0 0 1 1.5X2YW1CPD<23152> PK QTY
PK 0 1 1 1 2 6 6.39 UM
6.39 1 0 0 1 4 PK 38.34 PRICE
38.34 1 0 1 0 5 6.39 . PRICE

BICGSM609BK 0 0 0 0 11 . PEN ITEM
PEN 0 1 0 0 3 BICGSM609BK ROUND B-DES
ROUND 0 1 0 0 5 PEN STIC I-DES
STIC 0 1 0 1 4 ROUND 60 I-DES
60 1 0 0 0 2 STIC PACK I-DES
PACK 0 1 1 0 4 60 BK I-DES
BK 0 1 0 1 2 PACK 2 I-DES
2 1 0 0 0 1 BK BX QTY
BX 0 1 1 1 2 2 5.99 UM
5.99 1 0 0 1 4 BX 11.98 PRICE
11.98 1 0 1 0 5 5.99 . PRICE

UNV76620 0 0 0 0 8 . SOOK ITEM
SOOK 0 1 0 0 4 UNV76620 STENO B-DES
STENO 0 1 0 0 5 SOOK GREGG I-DES
GREGG 0 1 0 0 5 STENO GN I-DES
GN 0 1 0 1 2 GREGG 60 I-DES
60 1 0 0 0 2 GN SH I-DES
SH 0 1 1 1 2 60 24 I-DES
24 1 0 0 0 2 SH EA QTY
EA 0 1 1 1 2 24 1.09 UM
1.09 1 0 0 1 4 EA 26.16 PRICE
26.16 1 0 1 0 5 1.09 . PRICE

MM053YW 0 0 0 0 7 . NOTE ITEM
NOTE 0 1 0 0 4 MM053YW POST-IT.1.5X2 B-DES
POST-IT.1.5X2 0 0 0 0 13 NOTE 100/PD<23152> I-DES
100/PD<23152> 0 0 0 1 13 POST-IT.1.5X2 1 I-DES
1 1 0 0 0 1 100/PD<23152> PK QTY
PK 0 1 1 1 2 1 8.99 UM
8.99 1 0 0 1 4 PK 8.99 PRICE
8.99 1 0 1 0 4 8.99 . PRICE

MMM680SH4VA 0 0 0 0 11 . FLAG ITEM
FLAG 0 1 0 0 4 MMM680SH4VA SGN B-DES
SGN 0 1 0 0 3 FLAG HERE I-DES
HERE 0 1 0 0 4 SGN 200PK I-DES
200PK 0 0 0 0 5 HERE AST I-DES
AST 0 1 0 0 3 200PK [T] I-DES
[T] 0 0 0 1 3 AST 2 I-DES
2 1 0 0 0 1 [T] PK QTY
PK 0 1 1 1 2 2 9.99 UM
9.99 1 0 0 1 4 PK 19.98 PRICE
19.98 1 0 1 0 5 9.99 . PRICE

WBM21200 0 0 0 0 8 . PAPER ITEM
PAPER 0 1 0 0 5 WBM21200 FLGSHP B-DES
FLGSHP 0 1 0 0 6 PAPER BRIGHT8.5X11 I-DES
BRIGHT8.5X11 0 0 0 0 12 FLGSHP 98BR I-DES
98BR 0 0 0 0 4 BRIGHT8.5X11 20# I-DES
20# 0 0 0 1 3 98BR 15 I-DES
15 1 0 0 0 2 20# CT QTY
CT 0 1 1 1 2 15 29 UM
29 1 0 0 1 2 CT 435 PRICE
435 1 0 1 0 3 29 . PRICE

ACC70012 0 0 0 0 8 . FASTENER ITEM
FASTENER 0 1 0 1 8 ACC70012 2 B-DES
2 1 0 0 0 1 FASTENER PC I-DES
PC 0 1 1 0 2 2 1*CAP I-DES
1*CAP 0 0 0 1 5 PC 6 I-DES
6 1 0 0 0 1 1*CAP BX QTY
BX 0 1 1 1 2 6 5.29 UM
5.29 1 0 0 1 4 BX 31.74 PRICE
31.74 1 0 1 0 5 5.29 . PRICE

WBMD7200 0 0 0 0 8 . PAPER ITEM
PAPER 0 1 0 0 5 WBMD7200 FLGSHP B-DES
FLGSHP 0 1 0 0 6 PAPER BRIGHT8.5X11 I-DES
BRIGHT8.5X11 0 0 0 0 12 FLGSHP 98BR I-DES
98BR 0 0 0 0 4 BRIGHT8.5X11 20# I-DES
20# 0 0 0 1 3 98BR 15 I-DES
15 1 0 0 0 2 20# CT QTY
CT 0 1 1 1 2 15 29.88 UM
29.88 1 0 0 1 5 CT 449.85 PRICE
449.85 1 0 1 0 6 29.88 . PRICE

LMPIT170 0 0 0 0 8 . PPR ITEM
PPR 0 1 0 0 3 LMPIT170 8.5X11 B-DES
8.5X11 0 0 0 0 6 PPR 20LB I-DES
20LB 0 0 0 0 4 8.5X11 P1NK I-DES
P1NK 0 0 0 0 4 20LB 500/RM I-DES
500/RM 0 0 0 0 6 P1NK 5000/CT I-DES
