Pedro	1	1	1	Mr	Esteves	B-PER	B-PER
environment	0	0	0	the	and	O	O
and	0	0	0	environment	how	O	O
how	0	0	0	and	to	O	O
to	0	0	0	how	address	O	O
address	0	0	0	to	these	O	O
these	0	0	0	address	through	O	O
through	0	0	0	these	the	O	O
the	0	0	0	through	development	O	O
development	0	0	0	the	of	O	O
of	0	0	0	development	biosensors	O	O
biosensors	0	0	1	of	,	O	O
,	1	0	0	biosensors	sustainable	O	O
sustainable	0	1	0	,	agriculture	O	O
agriculture	0	0	1	sustainable	,	O	O
,	1	0	0	agriculture	increases	O	O
increases	0	1	0	,	in	O	O
in	0	0	0	increases	plant	O	O
plant	0	0	0	in	productivity	O	O
productivity	0	0	0	plant	and	O	O
and	0	0	0	productivity	models	O	O
models	0	0	0	and	of	O	O
of	0	0	0	models	climate	O	O
climate	0	0	0	of	change	O	O
change	0	0	1	climate	.	O	O
.	1	0	1	change	Molecular	O	O
Molecular	1	1	1	.	Medicine	O	O
Medicine	1	1	1	Molecular	.	O	O
.	1	1	1	Medicine	Our	O	O
Our	1	1	0	.	research	O	O
research	0	1	0	Our	is	O	O
is	0	0	0	research	at	O	O
at	0	0	0	is	the	O	O
the	0	0	0	at	basic-clinical	O	O
basic-clinical	0	0	0	the	interface	O	O
interface	0	0	0	basic-clinical	and	O	O
and	0	0	0	interface	employ	O	O
employ	0	0	0	and	a	O	O
a	0	0	0	employ	range	O	O
range	0	0	0	a	of	O	O
of	0	0	0	range	techniques	O	O
techniques	0	0	0	of	for	O	O
for	0	0	0	techniques	studying	O	O
studying	0	0	0	for	diseases	O	O
diseases	0	0	0	studying	at	O	O
at	0	0	0	diseases	the	O	O
the	0	0	0	at	molecular	O	O
molecular	0	0	0	the	and	O	O
and	0	0	0	molecular	cellular	O	O
cellular	0	0	0	and	level	O	O
level	0	0	1	cellular	.	O	O
.	1	0	1	level	We	O	O
We	1	1	0	.	have	O	O
have	0	1	0	We	projects	O	O
projects	0	0	0	have	on	O	O
on	0	0	0	projects	cancer	O	O
cancer	0	0	0	on	biology	O	O
biology	0	0	1	cancer	,	O	O
,	1	0	0	biology	viruses	O	O
viruses	0	1	0	,	and	O	O
and	0	0	0	viruses	infection	O	O
infection	0	0	1	and	,	O	O
,	1	0	0	infection	bacterial	O	O
bacterial	0	1	0	,	infection	O	O
infection	0	0	1	bacterial	,	O	O
,	1	0	0	infection	basic	O	O
basic	0	1	0	,	and	O	O
and	0	0	0	basic	reproductive	O	O
reproductive	0	0	0	and	immunology	O	O
immunology	0	0	1	reproductive	,	O	O
,	1	0	0	immunology	translational	O	O
translational	0	1	0	,	and	O	O
and	0	0	0	translational	clinical	O	O
clinical	0	0	0	and	proteomics	O	O
proteomics	0	0	1	clinical	,	O	O
,	1	0	0	proteomics	bioimaging	O	O
bioimaging	0	1	0	,	and	O	O
and	0	0	0	bioimaging	bioinformatics	O	O
bioinformatics	0	0	1	and	.	O	O
.	1	0	1	bioinformatics	Sports	O	O
Sports	1	1	1	.	Science	O	O
Science	1	1	1	Sports	.	O	O
.	1	1	1	Science	The	O	O
The	1	1	1	.	Centre	O	O
Centre	1	1	1	The	's	O	O
's	1	1	0	Centre	research	O	O
research	0	1	0	's	units	O	O
units	0	0	0	research	include	O	O
include	0	0	1	units	Health	O	O
Health	1	0	1	include	,	O	O
,	1	1	1	Health	Exercise	O	O
Exercise	1	1	1	,	&	O	O
&	1	1	1	Exercise	Active	O	O
Active	1	1	1	&	Life	O	O
Life	1	1	1	Active	(	O	O
(	1	1	0	Life	HEAL	O	O
HEAL	0	1	1	(	)	O	O
)	1	0	0	HEAL	and	O	O
and	0	1	1	)	Sport	O	O
Sport	1	0	1	and	Performance	O	O
Performance	1	1	1	Sport	&	O	O
&	1	1	1	Performance	Fatigue	O	O
Fatigue	1	1	1	&	(	O	O
(	1	1	0	Fatigue	SPF	O	O
SPF	0	1	1	(	)	O	O
)	1	0	1	SPF	.	O	O
.	1	1	1	)	Areas	O	O
Areas	1	1	0	.	of	O	O
of	0	1	0	Areas	active	O	O
active	0	0	0	of	interest	O	O
interest	0	0	0	active	include	O	O
include	0	0	1	interest	:	O	O
:	1	0	0	include	paediatric	O	O
paediatric	0	1	0	:	exercise	O	O
exercise	0	0	1	paediatric	,	O	O
,	1	0	0	exercise	in	O	O
in	0	1	0	,	vivo	O	O
vivo	0	0	0	in	biomedical	O	O
biomedical	0	0	0	vivo	optics	O	O
optics	0	0	1	biomedical	,	O	O
,	1	0	0	optics	green	O	O
green	0	1	0	,	exercise	O	O
exercise	0	0	1	green	,	O	O
,	1	0	0	exercise	cardiovascular	O	O
cardiovascular	0	1	0	,	physiology	O	O
physiology	0	0	1	cardiovascular	,	O	O
,	1	0	0	physiology	indicators	O	O
indicators	0	1	0	,	of	O	O
of	0	0	0	indicators	cardiac	O	O
cardiac	0	0	0	of	and	O	O
and	0	0	0	cardiac	psychological	O	O
psychological	0	0	0	and	health	O	O
health	0	0	1	psychological	,	O	O
,	1	0	0	health	pacing	O	O
pacing	0	1	0	,	strategies	O	O
strategies	0	0	0	pacing	and	O	O
and	0	0	0	strategies	limits	O	O
limits	0	0	0	and	to	O	O
to	0	0	0	limits	human	O	O
human	0	0	0	to	performance	O	O
performance	0	0	1	human	.	O	O
.	1	0	1	performance	Our	O	O
Our	1	1	1	.	Research	O	O
Research	1	1	1	Our	Resources	O	O
Resources	1	1	1	Research	.	O	O
.	1	1	1	Resources	We	O	O
We	1	1	0	.	are	O	O
are	0	1	0	We	well	O	O
well	0	0	0	are	equipped	O	O
equipped	0	0	0	well	with	O	O
with	0	0	0	equipped	a	O	O
a	0	0	0	with	wide	O	O
wide	0	0	0	a	range	O	O
range	0	0	0	wide	of	O	O
of	0	0	0	range	state-of-the-art	O	O
state-of-the-art	0	0	0	of	equipment	O	O
equipment	0	0	0	state-of-the-art	to	O	O
to	0	0	0	equipment	suit	O	O
suit	0	0	0	to	diverse	O	O
diverse	0	0	0	suit	research	O	O
research	0	0	0	diverse	requirements	O	O
requirements	0	0	1	research	.	O	O
.	1	0	1	requirements	These	O	O
These	1	1	0	.	are	O	O
are	0	1	0	These	collected	O	O
collected	0	0	0	are	into	O	O
into	0	0	0	collected	a	O	O
a	0	0	0	into	managed	O	O
managed	0	0	0	a	infrastructure	O	O
infrastructure	0	0	0	managed	spine	O	O
spine	0	0	1	infrastructure	.	O	O
.	1	0	1	spine	Postgraduate	O	O
Postgraduate	1	1	1	.	Research	O	O
Research	1	1	1	Postgraduate	Room	O	O
Room	1	1	1	Research	Studentships	O	O
Studentships	1	1	0	Room	for	O	O
for	0	1	1	Studentships	October	O	O
October	1	0	1	for	2011	O	O
2011	1	1	1	October	.	O	O
.	1	1	1	2011	Essex	O	O
Essex	1	1	1	.	Loyalty	O	O
Loyalty	1	1	1	Essex	Discounts	O	O
Discounts	1	1	1	Loyalty	.	O	O
.	1	1	1	Discounts	Staff	O	O
Staff	1	1	0	.	in	O	O
in	0	1	0	Staff	each	O	O
each	0	0	1	in	Research	O	O
Research	1	0	1	each	Group	O	O
Group	1	1	1	Research	.	O	O
.	1	1	1	Group	Current	O	O
Current	1	1	1	.	Departmental	O	O
Departmental	1	1	1	Current	Publications	O	O
Publications	1	1	1	Departmental	.	O	O
.	1	1	0	Publications	PG	O	O
PG	0	1	1	.	S	O	O
S	1	0	0	PG	cholarships	O	O
cholarships	0	1	1	S	T	O	O
T	1	0	0	cholarships	able	O	O
able	0	1	1	T	.	O	O
.	1	0	1	able	Enquiries	O	O
Enquiries	1	1	0	.	and	O	O
and	0	1	1	Enquiries	Applications	O	O
Applications	1	0	1	and	.	O	O
.	1	1	1	Applications	Room	O	O
Room	1	1	1	.	:	O	O
:	1	1	0	Room	5NW.6.18	O	O
5NW.6.18	0	1	1	:	.	B-ROM	O
.	1	0	1	5NW.6.18	Telephone	O	O
Telephone	1	1	1	.	:	O	O
:	1	1	1	Telephone	01206	O	O
01206	1	1	1	:	87(	O	O
87(	1	1	1	01206	2546	O	O
2546	1	1	1	87(	)	O	O
)	1	1	1	2546	.	O	O
.	1	1	1	)	Liz	O	O
Liz	1	1	0	.	Gordon-Hancock	B-PER	B-PER
Gordon-Hancock	0	1	1	Liz	.	I-PER	I-PER
.	1	0	1	Gordon-Hancock	Executive	O	O
Executive	1	1	1	.	Assistant	O	O
Assistant	1	1	0	Executive	to	O	O
to	0	1	1	Assistant	School	O	O
School	1	0	1	to	Director	O	O
Director	1	1	1	School	(	O	O
(	1	1	1	Director	Prof	O	O
Prof	1	1	1	(	Michael	O	O
Michael	1	1	1	Prof	Sherer	B-PER	B-PER
Sherer	1	1	1	Michael	)	I-PER	I-PER
)	1	1	0	Sherer	and	O	O
and	0	1	1	)	School	O	O
School	1	0	1	and	Administrator	O	O
Administrator	1	1	1	School	(	O	O
(	1	1	1	Administrator	Joanna	O	O
Joanna	1	1	1	(	Partner	B-PER	O
Partner	1	1	1	Joanna	)	I-PER	O
)	1	1	1	Partner	.	O	O
.	1	1	1	)	E-mail	O	O
E-mail	1	1	1	.	:	O	O
:	1	1	0	E-mail	lizgh	O	O
lizgh	0	1	1	:	(	O	O
(	1	0	0	lizgh	non	O	O
non	0	1	0	(	essex	O	O
essex	0	0	0	non	users	O	O
users	0	0	0	essex	should	O	O
should	0	0	0	users	add	O	O
add	0	0	1	should	@essex	O	O
@essex	1	0	1	add	.ac.uk	O	O
.ac.uk	1	1	0	@essex	to	O	O
to	0	1	0	.ac.uk	create	O	O
create	0	0	0	to	a	O	O
a	0	0	0	create	full	O	O
full	0	0	0	a	email	O	O
email	0	0	0	full	address	O	O
address	0	0	1	email	)	O	O
)	1	0	1	address	.	O	O
.	1	1	1	)	Isla	O	O
Isla	1	1	1	.	Day	B-PER	B-PER
Day	1	1	1	Isla	Finance	I-PER	I-PER
Finance	1	1	1	Day	Officer	O	O
Officer	1	1	1	Finance	.	O	O
.	1	1	1	Officer	E-mail	O	O
E-mail	1	1	1	.	:	O	O
:	1	1	0	E-mail	isla	O	O
isla	0	1	1	:	(	O	O
(	1	0	0	isla	non	O	O
non	0	1	0	(	essex	O	O
essex	0	0	0	non	users	O	O
users	0	0	0	essex	should	O	O
should	0	0	0	users	add	O	O
add	0	0	1	should	@essex	O	O
@essex	1	0	1	add	.ac.uk	O	O
.ac.uk	1	1	0	@essex	to	O	O
to	0	1	0	.ac.uk	create	O	O
create	0	0	0	to	a	O	O
a	0	0	0	create	full	O	O
full	0	0	0	a	email	O	O
email	0	0	0	full	address	O	O
address	0	0	1	email	)	O	O
)	1	0	1	address	.	O	O
.	1	1	1	)	Room	O	O
Room	1	1	1	.	:	O	O
:	1	1	0	Room	5NW.4.1	O	O
5NW.4.1	0	1	1	:	.	B-ROM	O
.	1	0	1	5NW.4.1	Telephone	O	O
Telephone	1	1	1	.	:	O	O
:	1	1	1	Telephone	01206	O	O
01206	1	1	1	:	87(	O	O
87(	1	1	1	01206	2364	O	O
2364	1	1	1	87(	)	O	O
)	1	1	1	2364	.	O	O
.	1	1	1	)	Louise	O	O
Louise	1	1	1	.	Nash	B-PER	B-PER
Nash	1	1	1	Louise	.	I-PER	I-PER
.	1	1	1	Nash	Customer	O	O
Customer	1	1	1	.	Relations	O	O
Relations	1	1	1	Customer	Manager	O	O
Manager	1	1	1	Relations	.	O	O
.	1	1	1	Manager	E-mail	O	O
E-mail	1	1	1	.	:	O	O
:	1	1	0	E-mail	louisen	O	O
louisen	0	1	1	:	(	O	O
(	1	0	0	louisen	non	O	O
non	0	1	0	(	essex	O	O
essex	0	0	0	non	users	O	O
users	0	0	0	essex	should	O	O
should	0	0	0	users	add	O	O
add	0	0	1	should	@essex	O	O
@essex	1	0	1	add	.ac.uk	O	O
.ac.uk	1	1	0	@essex	to	O	O
to	0	1	0	.ac.uk	create	O	O
create	0	0	0	to	a	O	O
a	0	0	0	create	full	O	O
full	0	0	0	a	email	O	O
email	0	0	0	full	address	O	O
address	0	0	1	email	)	O	O
)	1	0	1	address	.	O	O
.	1	1	1	)	Room	O	O
Room	1	1	1	.	:	O	O
:	1	1	0	Room	5NW.6.9	O	O
5NW.6.9	0	1	1	:	.	B-ROM	O
.	1	0	1	5NW.6.9	Telephone	O	O
Telephone	1	1	1	.	:	O	O
:	1	1	1	Telephone	01206	O	O
01206	1	1	1	:	87(	O	O
87(	1	1	1	01206	4258	O	O
4258	1	1	1	87(	)	O	O
)	1	1	1	4258	.	O	O
.	1	1	1	)	Chloe	O	O
Chloe	1	1	1	.	Warren	B-PER	B-PER
Warren	1	1	1	Chloe	Marketing	I-PER	I-PER
Marketing	1	1	1	Warren	Assistant	O	O
Assistant	1	1	1	Marketing	.	O	O
.	1	1	1	Assistant	E-mail	O	O
E-mail	1	1	1	.	:	O	O
:	1	1	0	E-mail	cwarren	O	O
cwarren	0	1	1	:	(	O	O
(	1	0	0	cwarren	non	O	O
non	0	1	0	(	essex	O	O
essex	0	0	0	non	users	O	O
users	0	0	0	essex	should	O	O
should	0	0	0	users	add	O	O
add	0	0	1	should	@essex	O	O
@essex	1	0	1	add	.ac.uk	O	O
.ac.uk	1	1	0	@essex	to	O	O
to	0	1	0	.ac.uk	create	O	O
create	0	0	0	to	a	O	O
a	0	0	0	create	full	O	O
full	0	0	0	a	email	O	O
email	0	0	0	full	address	O	O
address	0	0	1	email	)	O	O
)	1	0	1	address	.	O	O
.	1	1	1	)	Room	O	O
Room	1	1	1	.	:	O	O
:	1	1	0	Room	5NW.6.9	O	O
5NW.6.9	0	1	1	:	.	B-ROM	O
.	1	0	1	5NW.6.9	Telephone	O	O
Telephone	1	1	1	.	:	O	O
:	1	1	1	Telephone	01206	O	O
01206	1	1	1	:	87(	O	O
87(	1	1	1	01206	4258	O	O
4258	1	1	1	87(	)	O	O
)	1	1	1	4258	.	O	O
.	1	1	1	)	Carolina	O	O
Carolina	1	1	1	.	Bailey	B-PER	B-PER
Bailey	1	1	1	Carolina	Website	I-PER	I-PER
Website	1	1	1	Bailey	Administrator	O	O
Administrator	1	1	1	Website	.	O	O
.	1	1	1	Administrator	E-mail	O	O
E-mail	1	1	1	.	:	O	O
:	1	1	0	E-mail	cmbail	O	O
cmbail	0	1	1	:	(	O	O
(	1	0	0	cmbail	non	O	O
non	0	1	0	(	essex	O	O
essex	0	0	0	non	users	O	O
users	0	0	0	essex	should	O	O
should	0	0	0	users	add	O	O
add	0	0	1	should	@essex	O	O
@essex	1	0	1	add	.ac.uk	O	O
.ac.uk	1	1	0	@essex	to	O	O
to	0	1	0	.ac.uk	create	O	O
create	0	0	0	to	a	O	O
a	0	0	0	create	full	O	O
full	0	0	0	a	email	O	O
email	0	0	0	full	address	O	O
address	0	0	1	email	)	O	O
)	1	0	1	address	.	O	O
.	1	1	1	)	Room	O	O
Room	1	1	1	.	:	O	O
:	1	1	0	Room	5S.7.13	O	O
5S.7.13	0	1	1	:	.	B-ROM	O
.	1	0	1	5S.7.13	Telephone	O	O
Telephone	1	1	1	.	:	O	O
:	1	1	1	Telephone	01206	O	O
01206	1	1	1	:	87(	O	O
87(	1	1	1	01206	4187	O	O
4187	1	1	1	87(	)	O	O
)	1	1	1	4187	.	O	O
.	1	1	1	)	Essex	O	O
Essex	1	1	1	.	Business	O	O
Business	1	1	1	Essex	School	O	O
School	1	1	0	Business	at	O	O
at	0	1	0	School	the	O	O
the	0	0	1	at	University	O	O
University	1	0	0	the	of	O	O
of	0	1	1	University	Essex	O	O
Essex	1	0	1	of	.	O	O
.	1	1	0	Essex	search	O	O
search	0	1	1	.	|	O	O
|	1	0	0	search	staff	O	O
staff	0	1	0	|	only	O	O
only	0	0	1	staff	.	O	O
.	1	0	0	only	the	O	O
the	0	1	0	.	business	O	O
business	0	0	0	the	school	O	O
school	0	0	0	business	for	O	O
for	0	0	0	school	a	O	O
a	0	0	0	for	new	O	O
new	0	0	0	a	world	O	O
world	0	0	1	new	.	O	O
.	1	0	0	world	home	O	O
home	0	1	1	.	|	O	O
|	1	0	0	home	study	O	O
study	0	1	0	|	with	O	O
with	0	0	0	study	us	O	O
us	0	0	1	with	|	O	O
|	1	0	0	us	current	O	O
current	0	1	0	|	students	O	O
students	0	0	1	current	|	O	O
|	1	0	0	students	research	O	O
research	0	1	1	|	|	O	O
|	1	0	0	research	business	O	O
business	0	1	0	|	training	O	O
training	0	0	1	business	|	O	O
|	1	0	0	training	people	O	O
people	0	1	1	|	|	O	O
|	1	0	0	people	business	O	O
business	0	1	0	|	connections	O	O
connections	0	0	1	business	|	O	O
|	1	0	0	connections	alumni	O	O
alumni	0	1	1	|	.	O	O
.	1	0	0	alumni	academic	O	O
academic	0	1	0	.	staff	O	O
staff	0	0	0	academic	accounting	O	O
accounting	0	0	1	staff	.	O	O
.	1	0	0	accounting	entrepreneurship	O	O
entrepreneurship	0	1	0	.	and	O	O
and	0	0	0	entrepreneurship	innovation	O	O
innovation	0	0	1	and	.	O	O
.	1	0	0	innovation	finance	O	O
finance	0	1	1	.	.	O	O
.	1	0	0	finance	management	O	O
management	0	1	1	.	.	O	O
.	1	0	0	management	a-z	O	O
a-z	0	1	1	.	.	O	O
.	1	0	0	a-z	administrative	O	O
administrative	0	1	0	.	staff	O	O
staff	0	0	0	administrative	executive	O	O
executive	0	0	0	staff	team	O	O
team	0	0	1	executive	.	O	O
.	1	0	0	team	southend	O	O
southend	0	1	0	.	campus	O	O
campus	0	0	1	southend	.	O	O
.	1	0	0	campus	undergraduate	O	O
undergraduate	0	1	0	.	office	O	O
office	0	0	1	undergraduate	.	O	O
.	1	0	0	office	postgraduate	O	O
postgraduate	0	1	0	.	office	O	O
office	0	0	1	postgraduate	.	O	O
.	1	0	0	office	business	O	O
business	0	1	0	.	and	O	O
and	0	0	0	business	management	O	O
management	0	0	0	and	training	O	O
training	0	0	0	management	centre	O	O
centre	0	0	1	training	.	O	O
.	1	0	0	centre	research	O	O
research	0	1	0	.	officers	O	O
officers	0	0	1	research	.	O	O
.	1	0	1	officers	School	O	O
School	1	1	1	.	Staff	O	O
Staff	1	1	1	School	-	O	O
-	1	1	1	Staff	Colchester	O	O
Colchester	1	1	1	-	Campus	O	O
Campus	1	1	1	Colchester	.	O	O
.	1	1	1	Campus	Executive	O	O
Executive	1	1	1	.	Team	O	O
Team	1	1	1	Executive	.	O	O
.	1	1	1	Team	Prof	O	O
Prof	1	1	1	.	Michael	O	O
Michael	1	1	1	Prof	Sherer	B-PER	B-PER
Sherer	1	1	1	Michael	.	I-PER	I-PER
.	1	1	1	Sherer	Director	O	O
Director	1	1	1	.	.	O	O
.	1	1	1	Director	E-mail	O	O
E-mail	1	1	1	.	:	O	O
:	1	1	0	E-mail	mikes	O	O
mikes	0	1	1	:	(	O	O
(	1	0	0	mikes	non	O	O
non	0	1	0	(	essex	O	O
essex	0	0	0	non	users	O	O
users	0	0	0	essex	should	O	O
should	0	0	0	users	add	O	O
add	0	0	1	should	@essex	O	O
@essex	1	0	1	add	.ac.uk	O	O
.ac.uk	1	1	0	@essex	to	O	O
to	0	1	0	.ac.uk	create	O	O
create	0	0	0	to	a	O	O
a	0	0	0	create	full	O	O
full	0	0	0	a	email	O	O
email	0	0	0	full	address	O	O
address	0	0	1	email	)	O	O
)	1	0	1	address	.	O	O
.	1	1	1	)	Room	O	O
Room	1	1	1	.	:	O	O
:	1	1	0	Room	5NW.6.16	O	O
5NW.6.16	0	1	1	:	.	B-ROM	O
.	1	0	1	5NW.6.16	Telephone	O	O
Telephone	1	1	1	.	:	O	O
:	1	1	1	Telephone	01206	O	O
01206	1	1	1	:	87	O	O
87	1	1	1	01206	(	O	O
(	1	1	1	87	2762	O	O
2762	1	1	1	(	)	O	O
)	1	1	1	2762	.	O	O
.	1	1	1	)	Personal	O	O
Personal	1	1	0	.	page	O	O
page	0	1	1	Personal	:	O	O
:	1	0	1	page	Michael	O	O
Michael	1	1	1	:	Sherer	B-PER	B-PER
Sherer	1	1	1	Michael	.	I-PER	I-PER
.	1	1	1	Sherer	Joanna	O	O
Joanna	1	1	1	.	Partner	B-PER	B-PER
Partner	1	1	1	Joanna	School	I-PER	I-PER
School	1	1	1	Partner	Administrator	O	O
Administrator	1	1	1	School	.	O	O
.	1	1	1	Administrator	Joanna	O	O
Joanna	1	1	1	.	Partner	B-PER	B-PER
Partner	1	1	1	Joanna	School	I-PER	I-PER
School	1	1	1	Partner	Administrator	O	O
Administrator	1	1	1	School	.	O	O
.	1	1	1	Administrator	Joanna	O	O
Joanna	1	1	1	.	Partner	B-PER	B-PER
Partner	1	1	1	Joanna	School	I-PER	I-PER
School	1	1	1	Partner	Administrator	O	O
Administrator	1	1	1	School	.	O	O
.	1	1	1	Administrator	Joanna	O	O
Joanna	1	1	1	.	Partner	B-PER	B-PER
Partner	1	1	1	Joanna	School	I-PER	I-PER
School	1	1	1	Partner	Administrator	O	O
Administrator	1	1	1	School	.	O	O
.	1	1	1	Administrator	Joanna	O	O
Joanna	1	1	1	.	Partner	B-PER	B-PER
Partner	1	1	1	Joanna	School	I-PER	I-PER
School	1	1	1	Partner	Administrator	O	O
Administrator	1	1	1	School	.	O	O
.	1	1	1	Administrator	Joanna	O	O
Joanna	1	1	1	.	Partner	B-PER	B-PER
Partner	1	1	1	Joanna	School	I-PER	I-PER
School	1	1	1	Partner	Administrator	O	O
Administrator	1	1	1	School	.	O	O
.	1	1	1	Administrator	E-mail	O	O
